id,Title,Description,Price_Raw,Price_Billion,Price_Per_m2,Price_per_m2_VND,log_price_vnd,Area_m2,Width_m,Bedrooms,Toilets,District,District_Name,Ward,Address,Floor,Is_MatTien,Post_Time,Link,Page,Price_VND,Floors
21288293,"Bán nhà 178/6 Hoàng Diệu, P 9 Quận 4:  4,5m x 8m:  3,6 tỷ ( th","Bán nhà 178/6 Hoàng Diệu, P 9 Quận 4:  4,5m x 8m:  3,6 tỷ ( th",3 tỷ 600 triệu,3.6,120.0,120000000.0,22.00419968268625,30.0,4.5,2,2,quan-4,Quận 4,9,"Quận 4, TPHCM",,0,10/11/2023,https://mogi.vn/quan-4/mua-nha-hem-ngo/ba-n-nha-178-6-hoa-ng-die-u-p-9-quan-4-4-5m-x-8m-3-6-ty-th-id21288293,33,3600000000.0,1.0
21288309,"Bán nhà mặt tiền 44 đường số 4, P 4 Quận 4:  2,5x7: 3 lầu 3,88 ty","Bán nhà mặt tiền 44 đường số 4, P 4 Quận 4:  2,5x7: 3 lầu 3,88 ty",3 tỷ 880 triệu,3.88,215.56,215555555.55555555,22.07910099083933,18.0,2.5,3,4,quan-4,Quận 4,4,"Quận 4, TPHCM",,0,10/11/2023,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ba-n-nha-ma-t-tie-n-44-duong-so-4-p-4-quan-4-2-5x7-3-la-u-3-88-ty-id21288309,12,3880000000.0,1.0
21335777,"Bán Nhà Mặt tiền Trần Phú, phường 4, quận 5. Dt: 4×20m","Bán Nhà Mặt tiền Trần Phú, phường 4, quận 5. Dt: 4×20m",17 tỷ 500 triệu,17.5,218.75,218750000.0,23.585466717933024,80.0,4.0,4,3,quan-5,Quận 5,4,"Quận 5, TPHCM",,1,14/06/2023,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/ban-nha-mat-tien-tran-phu-phuong-4-quan-5-dt-4-20m-id21335777,48,17500000000.0,1.0
21369659,"Bán gấp nhà 195/9 Tôn Thất Thuyết, P.03,  5,5 m x 20m: 8tỷ","Bán gấp nhà 195/9 Tôn Thất Thuyết, P.03,  5,5 m x 20m: 8tỷ",8 tỷ,8.0,76.19,76190476.1904762,22.802707378751247,105.0,5.5,3,3,quan-4,Quận 4,03,"Quận 4, TPHCM",,0,10/11/2023,https://mogi.vn/quan-4/mua-nha-hem-ngo/ba-n-ga-p-nha-195-9-ton-tha-t-thuye-t-p-03-5-5-m-x-20m-8ty-id21369659,34,8000000000.0,1.0
21385099,"bán đất đường Xuân Thủy, P.Thảo Điền, DT 24x25 (774m2) chỉ 70tr/m2","bán đất đường Xuân Thủy, P.Thảo Điền, DT 24x25 (774m2) chỉ 70tr/m2",54 tỷ 200 triệu,54.2,70.03,70025839.79328166,24.715946745410463,774.0,24.0,0,0,quan-2,Quận 2,Thảo Điền,"Quận 2 (TP. Thủ Đức), TPHCM",,0,08/07/2024,https://mogi.vn/quan-2/mua-nha-hem-ngo/ban-dat-duong-xuan-thuy-p-thao-dien-dt-24x25-774m2-chi-70tr-m2-id21385099,14,54200000000.0,1.0
21458656,"Bán nhà GÓC 376A Võ Văn Tần, P. 5, Quận 3. DT: 7x18m nở 8m","Bán nhà GÓC 376A Võ Văn Tần, P. 5, Quận 3. DT: 7x18m nở 8m",100 tỷ,100.0,869.57,869565217.3913044,25.3284360229445,115.0,7.0,0,3,quan-3,Quận 3,5,"Quận 3, TPHCM",,0,25/12/2024,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-goc-376a-vo-van-tan-p-5-quan-3-dt-7x18m-no-8m-id21458656,50,100000000000.0,1.0
21459807,"Bán nhà GÓC 32-34 Đường Số 41, P. 6, Quận 4. DT: 9x19m","Bán nhà GÓC 32-34 Đường Số 41, P. 6, Quận 4. DT: 9x19m",75 tỷ,75.0,438.6,438596491.2280702,25.04075395049605,171.0,9.0,2,2,quan-4,Quận 4,6,"Quận 4, TPHCM",,0,25/12/2024,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-goc-32-34-duong-so-41-p-6-quan-4-dt-9x19m-id21459807,2,75000000000.0,1.0
21459861,"Bán nhà HXH Trần Quốc Thảo, P. 7, Quận 3. DT: 15x28m","Bán nhà HXH Trần Quốc Thảo, P. 7, Quận 3. DT: 15x28m",100 tỷ,100.0,241.55,241545893.7198068,25.3284360229445,414.0,15.0,3,3,quan-3,Quận 3,7,"Quận 3, TPHCM",,0,25/12/2024,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-nha-hxh-tran-quoc-thao-p-7-quan-3-dt-15x28m-id21459861,30,100000000000.0,1.0
21515036,"Bán nhà MT đường Đặng Nguyên Cẩn, P.14, Q.6, nhà 3 tấm, 4 x 12m, giá","Bán nhà MT đường Đặng Nguyên Cẩn, P.14, Q.6, nhà 3 tấm, 4 x 12m, giá",7 tỷ 500 triệu,7.5,144.23,144230769.23076922,22.73816885762201,52.0,4.0,6,3,quan-6,Quận 6,14,"Quận 6, TPHCM",3_tam,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mt-duong-da-ng-nguyen-ca-n-p-14-q-6-nha-3-tam-4-x-12m-gia-id21515036,4,7500000000.0,3.0
21522201,"Bán nhà MT đường Số 10, P.13, Q.6, nhà 3.5 tấm, 4.5 x 18m, giá 13.8 tỷ","Bán nhà MT đường Số 10, P.13, Q.6, nhà 3.5 tấm, 4.5 x 18m, giá 13.8 tỷ",13 tỷ 800 triệu,13.8,170.37,170370370.37037036,23.34793442918204,81.0,10.0,6,3,quan-6,Quận 6,13,"Quận 6, TPHCM",3.5_tam,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-10-p-13-q-6-nha-3-5-tam-4-5-x-18m-gia-13-8-ty-id21522201,5,13800000000.0,5.0
21536167,"Bán nhà MT đường Số 9, P. 13, Q. 6, nhà 3.5 tấm, 4 x 16m, giá 9.35 tỷ.","Bán nhà MT đường Số 9, P. 13, Q. 6, nhà 3.5 tấm, 4 x 16m, giá 9.35 tỷ.",9 tỷ 350 triệu,9.35,146.09,146093750.0,22.95864218035396,64.0,9.0,6,3,quan-6,Quận 6,13,"Quận 6, TPHCM",3.5_tam,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-9-p-13-q-6-nha-3-5-tam-4-x-16m-gia-9-35-ty-id21536167,5,9350000000.0,5.0
21569936,"Bán nhà MT đường Lê Tuấn Mậu, P.13, Q.6, nhà 3.5 tấm, 4 x 25m, giá 17","Bán nhà MT đường Lê Tuấn Mậu, P.13, Q.6, nhà 3.5 tấm, 4 x 25m, giá 17",17 tỷ,17.0,170.0,170000000.0,23.55647918106145,100.0,4.0,6,3,quan-6,Quận 6,13,"Quận 6, TPHCM",3.5_tam,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mt-duong-le-tuan-mau-p-13-q-6-nha-3-5-tam-4-x-25m-gia-17-id21569936,5,17000000000.0,5.0
21574681,Bán nhà MT đường 44 p4 quận 4 dtsd 76m2 xd 3 tầng chỉ 5 tỉ 290,Bán nhà MT đường 44 p4 quận 4 dtsd 76m2 xd 3 tầng chỉ 5 tỉ 290,5 tỷ 290 triệu,5.29,69.61,69605263.15789473,22.389084083005656,76.0,44.0,3,3,quan-4,Quận 4,4,"Quận 4, TPHCM",3,1,16/08/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-mt-duong-44-p4-quan-4-dtsd-76m2-xd-3-tang-chi-5-ti-290-id21574681,50,5290000000.0,3.0
21576314,"Bán nhà đẹp 3 tầng MTKD Hậu Giang F5 Q6- 7x14,2m NỞ HẬU 7,1m 4PN 4WC","Bán nhà đẹp 3 tầng MTKD Hậu Giang F5 Q6- 7x14,2m NỞ HẬU 7,1m 4PN 4WC",18 tỷ,18.0,204.55,204545454.54545453,23.61363759489813,88.0,7.0,4,4,quan-6,Quận 6,5,"Quận 6, TPHCM",3,1,Hôm qua,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-dep-3-tang-mtkd-hau-giang-f5-q6-7x14-2m-no-hau-7-1m-4pn-4wc-id21576314,3,18000000000.0,3.0
21593052,"Bán nhà MT vĩnh hội phường 4 quận 4 ngang 5m, 5 tầng chỉ 7 tỉ","Bán nhà MT vĩnh hội phường 4 quận 4 ngang 5m, 5 tầng chỉ 7 tỉ",7 tỷ 480 triệu,7.48,213.71,213714285.7142857,22.735498629066488,35.0,5.0,4,4,quan-4,Quận 4,4,"Quận 4, TPHCM",5,0,16/08/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-mt-vinh-hoi-phuong-4-quan-4-ngang-5m-5-tang-chi-7-ti-id21593052,50,7480000000.0,5.0
21593527,"Bán nhà bến vân đồn phường 6 quận 4, dt 4,5 x 8.9, chỉ 4 tỉ 3 nhà mới","Bán nhà bến vân đồn phường 6 quận 4, dt 4,5 x 8.9, chỉ 4 tỉ 3 nhà mới",4 tỷ 290 triệu,4.29,107.25,107250000.0,22.17955257011944,40.0,4.5,4,4,quan-4,Quận 4,6,"Quận 4, TPHCM",,0,16/08/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-ben-van-don-phuong-6-quan-4-dt-4-5-x-8-9-chi-4-ti-3-nha-moi-id21593527,50,4290000000.0,1.0
21597953,Bán nhà bến vân đồn p6 quận 4 (4.3x8.5) 4 tầng chỉ 4 tỉ 250tr,Bán nhà bến vân đồn p6 quận 4 (4.3x8.5) 4 tầng chỉ 4 tỉ 250tr,4 tỷ 250 triệu,4.25,118.06,118055555.55555557,22.17018482011803,36.0,4.3,4,4,quan-4,Quận 4,6,"Quận 4, TPHCM",4,0,16/08/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-ben-van-don-p6-quan-4-4-3x8-5-4-tang-chi-4-ti-250tr-id21597953,50,4250000000.0,4.0
21598054,Bán nhà đoàn văn bơ p9 quận 4 (4.3x8.5) 4 tầng chỉ 4 tỉ 250tr,Bán nhà đoàn văn bơ p9 quận 4 (4.3x8.5) 4 tầng chỉ 4 tỉ 250tr,4 tỷ 250 triệu,4.25,118.06,118055555.55555557,22.17018482011803,36.0,4.3,4,4,quan-4,Quận 4,9,"Quận 4, TPHCM",4,0,16/08/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-doan-van-bo-p9-quan-4-4-3x8-5-4-tang-chi-4-ti-250tr-id21598054,50,4250000000.0,4.0
21598196,"Nhà chính chủ Mặt tiền Tân Vĩnh P4 Q4,DT:4x15,nhà 3 lầu,giá 24 tỷ TL","Nhà chính chủ Mặt tiền Tân Vĩnh P4 Q4,DT:4x15,nhà 3 lầu,giá 24 tỷ TL",24 tỷ,24.0,400.0,400000000.0,23.901319667336026,60.0,4.0,4,4,quan-4,Quận 4,4,"Quận 4, TPHCM",3,1,30/12/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/nha-chinh-chu-mat-tien-tan-vinh-p4-q4-dt-4x15-nha-3-lau-gia-24-ty-tl-id21598196,33,24000000000.0,4.0
21599067,"Bán nhà MT đường Số 10, P.13, Q.6, nhà 3.5 tấm, 4.5 x 18m, giá 13.7 tỷ","Bán nhà MT đường Số 10, P.13, Q.6, nhà 3.5 tấm, 4.5 x 18m, giá 13.7 tỷ",13 tỷ 700 triệu,13.7,169.14,169135802.4691358,23.34066166985348,81.0,10.0,6,3,quan-6,Quận 6,13,"Quận 6, TPHCM",3.5_tam,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-10-p-13-q-6-nha-3-5-tam-4-5-x-18m-gia-13-7-ty-id21599067,4,13700000000.0,5.0
21606292,"Bán nhà MT đường Lê Tuấn Mậu, P.13, Q.6, nhà 1 lầu, 4 x 15m, gíá 10.8","Bán nhà MT đường Lê Tuấn Mậu, P.13, Q.6, nhà 1 lầu, 4 x 15m, gíá 10.8",10 tỷ 800 triệu,10.8,180.0,180000000.0,23.10281197116917,60.0,4.0,6,3,quan-6,Quận 6,13,"Quận 6, TPHCM",1,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mt-duong-le-tuan-mau-p-13-q-6-nha-1-lau-4-x-15m-gia-10-8-id21606292,4,10800000000.0,2.0
21607958,Bán nhà quận 4-khánh hội p4 dt 35m2 x 3 tầng BTCT giá 4 tỉ 700,Bán nhà quận 4-khánh hội p4 dt 35m2 x 3 tầng BTCT giá 4 tỉ 700,4 tỷ 700 triệu,4.7,134.29,134285714.2857143,22.27082834587519,35.0,2.0,3,3,quan-4,Quận 4,4,"Quận 4, TPHCM",3,0,16/08/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-quan-4-khanh-hoi-p4-dt-35m2-x-3-tang-btct-gia-4-ti-700-id21607958,50,4700000000.0,3.0
21668353,"Bán nhà HXH;P1;Q5;DT:4x10;Kết cấu:Trệt, 3 lầu;Giá:8,8 tỷ","Bán nhà HXH;P1;Q5;DT:4x10;Kết cấu:Trệt, 3 lầu;Giá:8,8 tỷ",8 tỷ 800 triệu,8.8,88.0,88000000.0,22.898017558544208,100.0,4.0,5,4,quan-5,Quận 5,1,"Quận 5, TPHCM",3,0,27/05/2023,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/ban-nha-hxh-p1-q5-dt-4x10-ket-cau-tret-3-lau-gia-8-8-ty-id21668353,50,8800000000.0,4.0
21671549,"Bán nhà MT đường Trần Văn Kiểu, P.11, Q.6, nhà 3.5 tấm, 4 x 20m, giá 1","Bán nhà MT đường Trần Văn Kiểu, P.11, Q.6, nhà 3.5 tấm, 4 x 20m, giá 1",14 tỷ,14.0,175.0,175000000.0,23.362323166633097,80.0,4.0,6,3,quan-6,Quận 6,11,"Quận 6, TPHCM",3.5_tam,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mt-duong-tran-van-kieu-p-11-q-6-nha-3-5-tam-4-x-20m-gia-1-id21671549,5,14000000000.0,5.0
21681637,"Bán nhà MT đường Số 44, P.10, Q.6, nhà 4.5 tấm, 4 x 20m, giá 12.9 tỷ","Bán nhà MT đường Số 44, P.10, Q.6, nhà 4.5 tấm, 4 x 20m, giá 12.9 tỷ",12 tỷ 900 triệu,12.9,161.25,161250000.0,23.28049314839156,80.0,44.0,6,3,quan-6,Quận 6,10,"Quận 6, TPHCM",4.5_tam,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-44-p-10-q-6-nha-4-5-tam-4-x-20m-gia-12-9-ty-id21681637,5,12900000000.0,5.0
21684695,"Bán gấp nhà MT Khánh Hội, P6, Q4 - 6tầng 4x18 DTS 300m2 HĐT 2.000$/th","Bán gấp nhà MT Khánh Hội, P6, Q4 - 6tầng 4x18 DTS 300m2 HĐT 2.000$/th",28 tỷ 500 triệu,28.5,395.83,395833333.3333333,24.073169924256103,72.0,4.0,0,0,quan-4,Quận 4,6,"Quận 4, TPHCM",6,0,10/12/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-gap-nha-mt-khanh-hoi-p6-q4-6tang-4x18-dts-300m2-hdt-2-000-th-id21684695,40,28500000000.0,6.0
21692064,"Rẻ Nhất! MT Nguyễn Đình Chiểu, P. 4, Quận 3 DT 6*12m Trệt 3 Lầu 27 Tỷ","Rẻ Nhất! MT Nguyễn Đình Chiểu, P. 4, Quận 3 DT 6*12m Trệt 3 Lầu 27 Tỷ",27 tỷ,27.0,375.0,375000000.0,24.019102702987777,72.0,6.0,3,4,quan-3,Quận 3,4,"Quận 3, TPHCM",3,0,05/11/2025,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/re-nhat-mt-nguyen-dinh-chieu-p-4-quan-3-dt-6-12m-tret-3-lau-27-ty-id21692064,19,27000000000.0,4.0
21738217,Bán gấp nhà mặt tiền Võ Văn Kiệt P. 10 Q. 5 DT: 12 x 24m,Bán gấp nhà mặt tiền Võ Văn Kiệt P. 10 Q. 5 DT: 12 x 24m,76 tỷ,76.0,265.73,265734265.7342657,25.0539991772459,286.0,12.0,20,20,quan-5,Quận 5,10,"Quận 5, TPHCM",,1,15/08/2023,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/ban-gap-nha-mat-tien-vo-van-kiet-p-10-q-5-dt-12-x-24m-id21738217,43,76000000000.0,1.0
21744352,Bán Nhà MT Nguyễn Trường Tộ p12 Quận 4 DT 4x19m 3 lầu Giá 29.9 tỷ,Bán Nhà MT Nguyễn Trường Tộ p12 Quận 4 DT 4x19m 3 lầu Giá 29.9 tỷ,29 tỷ 900 triệu,29.9,373.75,373750000.0,24.1211243173765,80.0,4.0,4,4,quan-4,Quận 4,12,"Quận 4, TPHCM",3,0,27/08/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-mt-nguyen-truong-to-p12-quan-4-dt-4x19m-3-lau-gia-29-9-ty-id21744352,49,29900000000.0,4.0
21750014,"Nhà MT nội bộ 35m2, 4tầng, giá 6,8 tỷ đường số 6 (gần Vĩnh Hội), P4 Q4","Nhà MT nội bộ 35m2, 4tầng, giá 6,8 tỷ đường số 6 (gần Vĩnh Hội), P4 Q4",6 tỷ 800 triệu,6.8,194.29,194285714.2857143,22.64018844927553,35.0,35.0,5,3,quan-4,Quận 4,4,"Quận 4, TPHCM",4,0,22/09/2022,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/nha-mt-noi-bo-35m2-4tang-gia-6-8-ty-duong-so-6-gan-vinh-hoi-p4-q4-id21750014,47,6800000000.0,4.0
21753565,"Bán tòa nhà Tôn Thất Tùng, P Phạm Ngũ Lão Q1: DT 9x25m giá 35,9 tỷ","Bán tòa nhà Tôn Thất Tùng, P Phạm Ngũ Lão Q1: DT 9x25m giá 35,9 tỷ",35 tỷ 900 triệu,35.9,159.56,159555555.55555555,24.30400313246849,225.0,9.0,0,0,quan-1,Quận 1,Phạm Ngũ Lão,"Quận 1, TPHCM",,0,16/01/2024,https://mogi.vn/quan-1/mua-nha-hem-ngo/ban-toa-nha-ton-that-tung-p-pham-ngu-lao-q1-dt-9x25m-gia-35-9-ty-id21753565,40,35900000000.0,1.0
21761718,"Bán căn hộ dịch vụ7.8x20m, HXH Nguyễn Đình Chiểu, P. Đa Kao, Q1, 37tỷ","Bán căn hộ dịch vụ7.8x20m, HXH Nguyễn Đình Chiểu, P. Đa Kao, Q1, 37tỷ",37 tỷ,37.0,237.18,237179487.1794872,24.33418374961766,156.0,7.8,0,0,quan-1,Quận 1,Đa Kao,"Quận 1, TPHCM",,0,16/01/2024,https://mogi.vn/quan-1/mua-nha-hem-ngo/ban-can-ho-dich-vu7-8x20m-hxh-nguyen-dinh-chieu-p-da-kao-q1-37ty-id21761718,40,37000000000.0,1.0
21761724,"Bán nhà 7.8x20m, HXH Nguyễn Đình Chiểu P. Đa Kao, Q1, 35 tỷ xây CHDV","Bán nhà 7.8x20m, HXH Nguyễn Đình Chiểu P. Đa Kao, Q1, 35 tỷ xây CHDV",35 tỷ,35.0,224.36,224358974.3589744,24.2786138984644,156.0,7.8,0,0,quan-1,Quận 1,Đa Kao,"Quận 1, TPHCM",,0,16/01/2024,https://mogi.vn/quan-1/mua-nha-hem-ngo/ban-nha-7-8x20m-hxh-nguyen-dinh-chieu-p-da-kao-q1-35-ty-xay-chdv-id21761724,40,35000000000.0,1.0
21761729,"Bán nhà Nguyễn Đình Chiểu, P.Đa Kao, Quận 1, 11x25m. 32 tỷ","Bán nhà Nguyễn Đình Chiểu, P.Đa Kao, Quận 1, 11x25m. 32 tỷ",32 tỷ,32.0,116.36,116363636.36363636,24.18900173977739,275.0,11.0,0,0,quan-1,Quận 1,Đa Kao,"Quận 1, TPHCM",,0,16/01/2024,https://mogi.vn/quan-1/mua-nha-hem-ngo/ban-nha-nguyen-dinh-chieu-p-da-kao-quan-1-11x25m-32-ty-id21761729,40,32000000000.0,1.0
21775679,"Bán nhà 2Mặt tiền Khánh Hội, P6, Quận 4 - 6x18m 7tầng thang máy 48tỷ","Bán nhà 2Mặt tiền Khánh Hội, P6, Quận 4 - 6x18m 7tầng thang máy 48tỷ",48 tỷ,48.0,444.44,444444444.4444444,24.594466847875136,108.0,6.0,0,0,quan-4,Quận 4,6,"Quận 4, TPHCM",7,1,01/02/2023,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/ban-nha-2mat-tien-khanh-hoi-p6-quan-4-6x18m-7tang-thang-may-48ty-id21775679,30,48000000000.0,7.0
21781317,"45 tỷ! Bán LỖ 2MT trước sau Đ. Khánh Hội, P. 6, Q4 - 6*18m - 7 Tầng TM","45 tỷ! Bán LỖ 2MT trước sau Đ. Khánh Hội, P. 6, Q4 - 6*18m - 7 Tầng TM",45 tỷ,45.0,416.67,416666666.6666667,24.52992832673896,108.0,6.0,6,7,quan-4,Quận 4,6,"Quận 4, TPHCM",7,0,05/11/2025,https://mogi.vn/quan-4/mua-nha-mat-tien-pho/45-ty-ban-lo-2mt-truoc-sau-d-khanh-hoi-p-6-q4-6-18m-7-tang-tm-id21781317,1,45000000000.0,7.0
21838585,"Bán khách sạn MT đường Chợ Lớn, P.11, Q.6, nhà 5.5 tấm, 20 x 16m, giá","Bán khách sạn MT đường Chợ Lớn, P.11, Q.6, nhà 5.5 tấm, 20 x 16m, giá",52 tỷ,52.0,162.5,162500000.0,24.67450955554707,320.0,16.0,6,3,quan-6,Quận 6,11,"Quận 6, TPHCM",5.5_tam,1,13/12/2025,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-khach-san-mt-duong-cho-lon-p-11-q-6-nha-5-5-tam-20-x-16m-gia-id21838585,5,52000000000.0,5.0
